no,date,honsuji1,honsuji2,honsuji3,honsuji4,honsuji5,honsuji6,bonus_suji1
1354,20190214,04,25,27,28,32,41,26
1355,20190218,05,15,27,29,34,37,12
1356,20190221,04,06,10,16,24,43,12
1357,20190225,02,03,08,15,19,28,21
1358,20190228,09,15,23,27,29,40,28
1359,20190304,06,08,14,18,25,41,09
1360,20190307,04,09,10,16,17,42,23
1361,20190311,03,04,12,18,28,38,32
1362,20190314,08,16,19,28,36,39,01
1363,20190318,02,05,23,36,37,41,43
1364,20190321,05,13,14,16,25,27,03
1365,20190325,04,07,14,20,31,41,32
1366,20190328,14,15,17,29,31,39,10
1367,20190401,03,08,11,14,22,41,34
1368,20190404,06,11,17,20,34,35,10
1369,20190408,12,15,25,32,41,43,07
1370,20190411,08,22,24,30,40,41,02
1371,20190415,04,05,06,07,24,28,30
1372,20190418,03,05,10,21,33,39,08
1373,20190422,01,10,13,18,20,41,11
1374,20190425,01,04,05,19,23,35,36
1375,20190429,02,05,21,22,31,38,28
1376,20190502,02,05,22,31,32,43,27
1377,20190506,01,07,13,24,40,43,20
1378,20190509,01,10,15,24,35,43,09
1379,20190513,01,02,19,21,24,37,32
1380,20190516,01,03,24,26,29,33,42
1381,20190520,02,04,05,16,19,38,25
1382,20190523,08,09,12,25,26,28,32
1383,20190527,02,04,09,15,18,39,24
1384,20190530,03,06,13,32,38,43,40
1385,20190603,09,20,28,35,41,43,23
1386,20190606,04,11,14,15,20,38,35
1387,20190610,11,27,29,30,37,38,33
1388,20190613,09,10,12,15,29,37,11
1389,20190617,06,16,21,23,26,42,43
1390,20190620,10,11,13,28,34,39,35
1391,20190624,03,12,23,31,36,42,43
1392,20190627,06,09,12,19,40,42,07
1393,20190701,07,11,26,32,42,43,24
1394,20190704,08,09,35,36,42,43,22
1395,20190708,05,16,18,27,30,43,25
1396,20190711,03,07,11,15,23,41,21
1397,20190715,09,18,19,21,25,26,07
1398,20190718,23,29,34,35,40,43,42
1399,20190722,07,20,21,33,41,43,08
1400,20190725,08,10,26,31,34,39,36
1401,20190729,02,13,23,24,25,33,36
1402,20190801,10,24,26,33,36,42,28
1403,20190805,01,03,10,27,34,41,22
1404,20190808,02,17,29,37,38,39,05
1405,20190812,03,04,06,19,23,24,42
1406,20190815,20,24,27,29,34,35,43
1407,20190819,10,13,19,28,33,39,15
1408,20190822,02,17,24,26,34,43,32
1409,20190826,05,06,08,20,22,25,13
1410,20190829,08,14,17,25,36,41,23
1411,20190902,02,05,07,20,25,28,03
1412,20190905,02,19,24,25,32,42,08
1413,20190909,07,13,17,21,24,26,12
1414,20190912,12,19,21,26,40,41,20
1415,20190916,01,03,07,34,39,40,33
1416,20190919,02,09,10,15,24,36,13
1417,20190923,03,10,25,26,27,31,05
1418,20190926,04,21,32,35,42,43,15
1419,20190930,05,10,11,12,21,37,41
1420,20191003,01,02,14,16,22,28,04
1421,20191007,02,14,20,23,37,43,30
1422,20191010,12,14,17,20,24,30,39
1423,20191014,11,24,29,36,37,42,13
1424,20191017,06,07,25,26,33,36,19
1425,20191021,01,24,28,33,35,42,27
1426,20191024,04,13,17,19,30,43,24
1427,20191028,01,07,25,26,38,41,31
1428,20191031,16,18,19,34,35,36,06
1429,20191104,04,08,13,18,21,23,22
1430,20191107,04,07,09,12,20,28,03
1431,20191111,02,27,28,33,38,40,30
1432,20191114,04,05,15,32,33,43,13
1433,20191118,03,05,12,16,38,42,06
1434,20191121,02,20,30,38,39,40,04
1435,20191125,02,04,16,21,22,40,09
1436,20191128,03,07,17,18,30,36,33
1437,20191202,03,11,24,25,37,40,14
1438,20191205,02,05,06,20,33,38,22
1439,20191209,11,17,23,28,34,41,04
1440,20191212,01,07,20,31,41,42,28
1441,20191216,12,22,24,33,35,42,36
1442,20191219,12,21,35,36,40,43,39
1443,20191223,02,04,08,10,22,33,28
1444,20191226,11,20,24,25,30,37,14
1445,20191230,03,14,24,29,30,42,21
1446,20200109,02,05,11,20,21,32,13
1447,20200113,02,09,12,13,14,22,10
1448,20200116,10,12,25,29,32,41,40
1449,20200120,06,19,20,26,34,38,04
1450,20200123,24,25,26,27,34,36,03
1451,20200127,02,06,10,20,24,43,34
1452,20200130,17,19,29,31,37,39,35
1453,20200203,10,22,26,27,28,41,39
1454,20200206,03,15,19,34,37,40,41
1455,20200210,01,10,12,22,34,43,23
1456,20200213,02,18,19,24,29,31,33
1457,20200217,01,03,11,17,20,37,29
1458,20200220,04,16,19,22,26,29,06
1459,20200224,02,17,19,24,28,29,07
1460,20200227,03,06,10,15,29,30,04
1461,20200302,05,07,08,18,22,26,24
1462,20200305,04,18,19,28,33,36,09
1463,20200309,18,29,32,34,35,39,36
1464,20200312,08,13,14,18,29,31,23
1465,20200316,11,15,16,24,28,38,03
1466,20200319,06,10,15,18,32,40,35
1467,20200323,03,14,16,25,26,38,07
1468,20200326,04,08,15,24,25,31,26
1469,20200330,04,09,10,13,24,27,22
1470,20200402,04,08,14,16,39,40,23
1471,20200406,01,03,08,32,37,43,24
1472,20200409,01,06,07,09,23,40,43
1473,20200413,01,05,06,27,33,38,11
1474,20200416,04,06,08,22,27,32,26
1475,20200420,06,07,09,20,21,27,02
1476,20200423,06,22,38,40,41,42,35
1477,20200427,04,13,14,25,27,32,01
1478,20200430,07,12,15,21,40,42,32
1479,20200504,01,20,30,32,35,37,33
1480,20200507,02,04,05,06,24,34,39
1481,20200511,03,09,21,31,41,42,18
1482,20200514,08,26,28,32,41,43,14
1483,20200518,03,10,20,23,29,43,22
1484,20200521,04,12,17,18,23,41,28
1485,20200525,09,10,18,27,28,35,37
1486,20200528,18,24,29,33,39,42,34
1487,20200601,05,07,09,17,24,35,36
1488,20200604,04,10,11,17,34,37,38
1489,20200608,04,06,11,13,23,32,01
1490,20200611,07,19,24,29,39,43,11
1491,20200615,08,11,23,31,34,37,01
1492,20200618,04,16,18,32,38,42,36
1493,20200622,11,18,24,27,37,38,15
1494,20200625,08,15,17,24,26,38,27
1495,20200629,18,24,32,34,37,41,22
1496,20200702,05,09,13,16,17,34,37
1497,20200706,06,22,28,30,35,37,08
1498,20200709,01,06,07,09,31,37,43
1499,20200713,10,11,27,28,29,37,13
1500,20200716,19,21,22,28,29,30,04
1501,20200720,06,10,13,25,31,38,15
1502,20200723,01,17,25,28,32,42,26
1503,20200727,01,08,16,35,40,42,20
1504,20200730,05,07,09,21,42,43,35
1505,20200803,01,02,14,15,21,34,19
1506,20200806,10,12,19,28,35,41,39
1507,20200810,19,20,22,30,35,43,29
1508,20200813,09,13,28,29,32,40,41
1509,20200817,06,11,12,34,36,41,43
1510,20200820,08,13,17,18,21,38,23
1511,20200824,11,16,22,24,38,40,06
1512,20200827,01,11,12,24,32,38,39
1513,20200831,13,14,18,19,25,42,05
1514,20200903,11,16,22,29,37,43,14
1515,20200907,05,09,17,21,27,29,30
1516,20200910,25,32,34,37,41,42,28
1517,20200914,14,25,27,30,39,41,08
1518,20200917,06,15,16,22,36,41,20
1519,20200921,05,08,20,21,27,43,09
1520,20200924,01,06,11,13,30,33,04
1521,20200928,17,21,22,40,41,42,13
1522,20201001,05,17,21,22,32,35,41
1523,20201005,02,15,17,25,34,38,27
1524,20201008,02,03,15,24,30,43,39
1525,20201012,03,07,20,21,28,32,24
1526,20201015,04,17,19,21,39,41,36
1527,20201019,02,05,09,11,27,32,33
1528,20201022,01,14,17,34,35,37,16
1529,20201026,03,19,26,28,33,40,01
1530,20201029,02,05,10,34,37,40,07
1531,20201102,02,06,07,10,30,33,14
1532,20201105,02,09,14,16,17,21,34
1533,20201109,15,22,27,37,38,41,05
1534,20201112,01,09,18,22,24,43,39
1535,20201116,01,09,14,30,35,38,32
1536,20201119,02,05,09,30,37,40,28
1537,20201123,06,13,14,32,33,37,20
1538,20201126,08,14,19,33,35,40,38
1539,20201130,13,29,33,37,41,42,43
1540,20201203,01,20,25,28,33,37,31
1541,20201207,12,26,28,32,33,35,41
1542,20201210,11,12,16,17,20,36,18
1543,20201214,17,21,26,33,36,38,34
1544,20201217,03,11,25,26,39,42,34
1545,20201221,08,14,15,26,37,43,12
1546,20201224,01,18,19,24,31,40,16
1547,20201228,04,11,14,17,22,39,21
1548,20210104,18,24,26,35,39,42,32
1549,20210107,04,05,27,28,35,41,33
1550,20210111,08,11,22,32,37,42,41
1551,20210114,03,14,18,24,38,43,23
1552,20210118,05,09,15,30,32,39,11
1553,20210121,07,08,16,32,41,42,31
1554,20210125,06,14,16,27,40,42,26
1555,20210128,02,08,17,23,24,27,05
1556,20210201,10,19,28,30,38,42,18
1557,20210204,05,21,22,23,26,39,31
1558,20210208,01,12,25,27,39,42,16
1559,20210211,04,15,17,20,26,31,43
1560,20210215,07,19,24,32,40,42,22
1561,20210218,12,15,26,34,35,38,07
1562,20210222,02,04,15,16,26,33,25
1563,20210225,01,12,20,26,35,37,02
1564,20210301,05,06,18,20,27,37,07
1565,20210304,05,09,17,28,30,37,27
1566,20210308,12,13,20,24,30,35,34
1567,20210311,05,07,19,26,37,40,34
1568,20210315,02,05,07,10,16,34,14
1569,20210318,02,08,29,31,32,33,16
1570,20210322,01,19,22,23,31,36,24
1571,20210325,01,02,05,25,40,41,26
1572,20210329,04,06,10,19,28,38,40
1573,20210401,02,10,16,38,39,43,11
1574,20210405,01,02,03,20,31,32,13
1575,20210408,02,08,15,24,32,39,09
1576,20210412,05,07,10,17,29,32,37
1577,20210415,13,14,15,28,37,39,04
1578,20210419,03,15,17,19,21,34,04
1579,20210422,23,29,32,33,37,42,01
1580,20210426,05,07,11,12,24,31,03
1581,20210429,06,12,30,31,41,43,01
1582,20210503,18,32,35,36,39,41,28
1583,20210506,05,07,16,34,39,41,29
1584,20210510,13,15,18,30,37,43,09
1585,20210513,02,06,10,13,16,32,09
1586,20210517,02,13,19,27,40,42,14
1587,20210520,16,21,22,27,36,43,37
1588,20210524,06,16,27,31,32,34,11
1589,20210527,11,21,25,31,36,39,32
1590,20210531,10,12,15,29,33,42,17
1591,20210603,07,09,18,21,26,43,14
1592,20210607,04,16,25,30,36,43,19
1593,20210610,06,17,18,35,37,38,16
1594,20210614,01,05,06,13,34,36,18
1595,20210617,16,21,30,32,40,43,15
1596,20210621,10,15,30,35,42,43,26
1597,20210624,02,03,08,17,23,32,12
1598,20210628,09,11,26,28,39,43,01
1599,20210701,01,02,20,22,35,38,04
1600,20210705,07,14,22,35,37,39,24
1601,20210708,06,13,17,18,21,41,37
1602,20210712,01,02,07,14,32,42,33
1603,20210715,04,06,32,35,40,42,26
1604,20210719,12,21,23,36,37,38,06
1605,20210722,02,05,08,20,29,40,06
1606,20210726,18,23,25,26,32,34,43
1607,20210729,10,13,14,15,17,22,40
1608,20210802,10,18,22,23,25,35,19
1609,20210805,04,12,16,34,35,41,05
1610,20210809,01,08,13,22,41,42,40
1611,20210812,03,14,16,24,32,36,34
1612,20210816,05,08,12,16,27,38,42
1613,20210819,09,17,22,25,30,41,15
1614,20210823,04,05,20,29,40,43,24
1615,20210826,02,05,06,13,19,29,25
1616,20210830,01,04,06,21,34,41,12
1617,20210902,02,19,21,24,26,41,23
1618,20210906,02,10,14,17,37,43,38
1619,20210909,03,05,17,20,24,38,13
1620,20210913,07,15,19,24,25,28,11
1621,20210916,03,10,22,23,26,39,01
1622,20210920,16,29,34,35,40,41,26
1623,20210923,07,12,15,17,19,29,22
1624,20210927,03,05,17,25,33,39,19
1625,20210930,01,04,08,11,30,42,09
1626,20211004,09,11,19,23,30,43,27
1627,20211007,21,22,23,26,36,38,13
1628,20211011,01,03,10,12,26,42,13
1629,20211014,19,23,30,31,32,40,13
1630,20211018,10,11,24,33,34,36,42
1631,20211021,07,15,23,26,30,35,36
1632,20211025,01,09,24,28,31,41,02
1633,20211028,03,07,09,26,35,36,28
1634,20211101,18,19,20,23,29,35,17
1635,20211104,04,08,19,32,36,43,30
1636,20211108,01,12,24,26,30,36,29
1637,20211111,02,03,11,16,27,36,29
1638,20211115,21,25,26,35,39,40,18
1639,20211118,05,09,13,20,26,32,28
1640,20211122,08,09,19,21,27,30,17
1641,20211125,02,05,07,12,16,20,33
1642,20211129,05,15,16,24,34,39,13
1643,20211202,10,11,12,15,16,40,33
1644,20211206,01,09,14,28,32,40,15
1645,20211209,02,08,13,14,33,40,06
1646,20211213,03,19,21,29,39,43,25
1647,20211216,03,08,14,15,19,35,12
1648,20211220,02,03,22,26,35,42,38
1649,20211223,08,16,19,23,29,41,01
1650,20211227,01,03,15,33,39,43,30
1651,20211230,07,12,15,21,27,32,28
1652,20220106,08,15,16,23,38,43,02
1653,20220110,02,07,10,12,29,36,06
1654,20220113,09,10,14,21,22,33,26
1655,20220117,21,23,31,38,42,43,40
1656,20220120,11,12,14,28,36,38,37
1657,20220124,11,13,16,19,20,38,25
1658,20220127,10,11,19,29,30,36,37
1659,20220131,04,10,23,25,37,42,06
1660,20220203,03,13,29,35,42,43,15
1661,20220207,06,14,31,35,38,43,12
1662,20220210,04,17,18,25,26,27,32
1663,20220214,01,06,19,21,27,39,03
1664,20220217,07,10,17,20,21,27,15
1665,20220221,19,22,24,29,34,41,09
1666,20220224,14,16,26,37,41,43,31
1667,20220228,05,08,18,25,40,43,17
1668,20220303,05,16,21,24,31,34,29
1669,20220307,02,04,13,14,22,29,26
1670,20220310,01,16,20,23,32,37,18
1671,20220314,16,27,37,38,39,43,10
1672,20220317,06,17,22,27,37,42,34
1673,20220321,24,33,35,36,41,43,21
1674,20220324,14,19,25,29,33,43,31
1675,20220328,02,03,17,27,28,34,06
1676,20220331,05,13,21,27,31,36,11
1677,20220404,11,20,26,31,34,38,32
1678,20220407,03,15,17,21,22,23,13
1679,20220411,10,12,13,21,31,41,27
1680,20220414,04,19,29,32,35,42,25
1681,20220418,01,07,11,13,15,42,33
1682,20220421,06,09,10,21,33,41,14
1683,20220425,06,15,28,30,32,43,21
1684,20220428,05,10,26,30,34,40,31
1685,20220502,01,26,27,28,33,37,08
1686,20220505,07,08,09,23,25,41,11
1687,20220509,20,21,23,26,29,35,22
1688,20220512,02,04,10,24,34,42,08
1689,20220516,04,07,21,22,34,42,31
1690,20220519,08,16,21,23,29,37,38
1691,20220523,13,16,18,29,33,41,26
1692,20220526,04,08,17,31,37,42,14
1693,20220530,07,08,21,23,34,36,11
1694,20220602,02,12,14,26,32,37,29
1695,20220606,03,08,14,18,28,37,39
1696,20220609,02,04,13,18,32,35,12
1697,20220613,02,03,11,12,22,35,26
1698,20220616,06,16,18,33,42,43,11
1699,20220620,04,06,16,27,39,42,01
1700,20220623,11,19,20,27,31,35,06
1701,20220627,05,08,27,30,33,39,10
1702,20220630,02,06,07,18,27,38,14
1703,20220704,14,22,23,30,33,38,18
1704,20220707,01,05,18,26,39,40,31
1705,20220711,03,06,09,28,37,41,05
1706,20220714,13,15,32,35,37,38,25
1707,20220718,14,16,28,34,35,36,26
1708,20220721,01,20,29,35,40,41,16
1709,20220725,03,04,07,20,22,41,05
1710,20220728,01,02,21,27,32,37,14
1711,20220801,03,32,33,34,35,40,05
1712,20220804,01,05,15,24,25,28,14
1713,20220808,06,32,38,39,40,42,37
1714,20220811,11,15,20,26,33,42,16
1715,20220815,02,06,15,16,32,37,25
1716,20220818,02,26,27,32,38,42,09
1717,20220822,15,21,23,24,33,36,40
1718,20220825,01,06,09,15,18,38,10
1719,20220829,04,11,15,16,35,39,36
1720,20220901,01,05,18,25,32,38,20
1721,20220905,07,08,14,17,22,39,30
1722,20220908,02,05,30,33,36,42,28
1723,20220912,06,10,15,16,30,38,26
1724,20220915,06,09,24,26,33,37,16
1725,20220919,02,10,16,17,20,28,01
1726,20220922,09,14,16,21,27,43,26
1727,20220926,03,13,16,22,33,42,15
1728,20220929,04,08,14,18,26,38,03
1729,20221003,11,15,24,25,28,31,09
1730,20221006,04,08,16,21,22,26,23
1731,20221010,03,07,19,21,32,35,06
1732,20221013,03,18,19,34,38,42,14
1733,20221017,22,24,25,27,29,39,07
1734,20221020,05,06,11,19,28,35,42
1735,20221024,01,21,24,33,40,41,12
1736,20221027,06,09,25,26,27,32,11
1737,20221031,12,14,22,24,29,33,03
1738,20221103,07,12,20,31,33,43,14
1739,20221107,01,07,12,36,37,39,41
1740,20221110,14,21,24,27,31,38,05
1741,20221114,04,14,17,19,22,42,06
1742,20221117,16,20,22,29,33,40,25
1743,20221121,03,17,18,19,20,42,09
1744,20221124,01,08,21,25,26,35,20
1745,20221128,07,09,10,21,39,40,32
1746,20221201,03,11,14,22,27,32,31
1747,20221205,01,09,11,14,15,40,32
1748,20221208,08,11,23,28,36,39,06
1749,20221212,01,04,13,17,31,34,18
1750,20221215,03,15,18,21,34,40,01
1751,20221219,01,12,21,24,29,42,32
1752,20221222,02,05,15,20,22,36,08
1753,20221226,01,02,04,09,22,25,38
1754,20221229,03,06,07,19,35,39,21
1755,20230105,04,11,13,26,27,36,15
1756,20230109,19,25,29,36,37,41,02
1757,20230112,06,12,15,35,36,39,42
1758,20230116,07,14,28,32,42,43,17
1759,20230119,01,10,25,27,28,33,15
1760,20230123,08,14,18,38,39,42,30
1761,20230126,05,07,13,21,23,30,42
1762,20230130,01,06,07,20,37,40,10
1763,20230202,02,06,20,30,31,41,11
1764,20230206,16,21,26,31,39,42,41
1765,20230209,01,10,15,19,20,32,06
1766,20230213,16,19,25,26,35,43,38
1767,20230216,07,15,17,21,32,35,43
1768,20230220,06,21,30,32,39,40,34
1769,20230223,04,11,15,19,28,32,34
1770,20230227,01,11,18,24,37,43,28
1771,20230302,03,06,12,16,31,42,40
1772,20230306,05,21,22,30,32,36,16
1773,20230309,12,21,22,27,31,32,20
1774,20230313,17,18,26,30,36,40,03
1775,20230316,04,05,09,26,27,29,43
1776,20230320,05,11,18,25,33,38,32
1777,20230323,05,16,19,21,30,35,11
1778,20230327,09,19,24,25,26,39,34
1779,20230330,11,13,20,33,35,40,34
1780,20230403,01,05,19,26,35,37,32
1781,20230406,10,18,32,39,41,42,12
1782,20230410,07,31,32,36,39,42,34
1783,20230413,05,14,19,23,30,42,35
1784,20230417,03,19,30,32,36,40,42
1785,20230420,04,11,24,35,37,42,07
1786,20230424,02,05,06,26,33,35,13
1787,20230427,02,13,17,19,41,43,01
1788,20230501,03,14,16,19,26,39,09
1789,20230504,06,09,16,26,29,34,36
1790,20230508,06,14,18,22,29,30,36
1791,20230511,08,09,18,19,30,36,17
1792,20230515,01,04,16,31,32,41,30
1793,20230518,01,06,14,15,23,24,42
1794,20230522,24,29,32,35,36,40,39
1795,20230525,26,30,31,35,41,43,05
1796,20230529,02,05,15,16,23,26,32
1797,20230601,15,23,26,34,41,43,32
1798,20230605,04,05,19,32,34,37,41
1799,20230608,11,18,34,40,41,42,14
1800,20230612,06,12,13,15,17,41,27
1801,20230615,18,25,26,37,39,43,21
1802,20230619,01,09,34,35,39,42,33
1803,20230622,09,16,18,19,39,41,03
1804,20230626,12,14,18,25,36,42,26
1805,20230629,04,22,27,31,32,40,35
1806,20230703,11,30,35,38,40,43,12
1807,20230706,01,02,08,09,10,20,25
1808,20230710,02,10,27,38,40,41,11
1809,20230713,02,05,10,22,24,42,07
1810,20230717,04,17,26,30,31,43,25
1811,20230720,02,04,06,13,20,38,33
1812,20230724,10,13,18,28,36,39,07
1813,20230727,05,22,26,34,39,42,12
1814,20230731,01,02,13,21,23,31,05
1815,20230803,03,08,10,25,26,29,32
1816,20230807,02,21,25,34,35,40,06
1817,20230810,06,24,30,33,37,38,07
1818,20230814,02,11,23,25,34,36,01
1819,20230817,05,08,18,20,24,34,29
1820,20230821,05,10,30,35,36,41,23
1821,20230824,09,11,12,14,27,38,34
1822,20230828,05,18,21,22,26,42,08
1823,20230831,04,10,18,25,34,38,40
1824,20230904,06,07,13,18,25,43,33
1825,20230907,01,10,13,17,20,41,04
1826,20230911,07,14,18,19,22,25,38
1827,20230914,01,13,18,23,38,41,36
1828,20230918,01,06,09,16,18,22,08
1829,20230921,12,15,16,17,28,42,32
1830,20230925,04,10,23,29,31,36,06
1831,20230928,01,14,17,27,32,43,42
1832,20231002,02,07,20,25,35,40,06
1833,20231005,07,13,34,37,42,43,38
1834,20231009,14,21,30,38,40,42,20
1835,20231012,11,20,23,24,31,33,01
1836,20231016,13,17,18,22,23,41,26
1837,20231019,16,17,27,34,38,42,20
1838,20231023,03,13,23,28,30,43,05
1839,20231026,02,05,26,32,34,40,21
1840,20231030,04,09,15,21,26,33,13
1841,20231102,08,11,15,31,33,38,30
1842,20231106,04,06,09,24,26,29,35
1843,20231109,04,05,10,19,26,37,03
1844,20231113,12,15,28,31,34,43,09
1845,20231116,10,22,25,30,31,39,28
1846,20231120,06,08,15,16,33,37,34
1847,20231123,18,22,25,35,36,39,43
1848,20231127,03,23,26,27,31,35,10
1849,20231130,11,15,17,33,36,41,06
1850,20231204,01,08,23,30,36,41,39
1851,20231207,08,09,10,16,17,39,04
1852,20231211,15,16,24,26,35,43,38
1853,20231214,11,13,24,26,28,34,17
1854,20231218,07,08,12,25,30,32,40
1855,20231221,21,24,26,30,31,38,03
1856,20231225,04,10,19,31,34,35,43
1857,20231228,11,16,20,23,38,41,33
1858,20240104,12,13,17,22,35,40,05
1859,20240108,01,04,11,28,37,39,15
1860,20240111,08,15,20,21,31,34,28
1861,20240115,02,12,13,27,39,40,30
1862,20240118,25,27,33,37,38,43,16
1863,20240122,15,20,24,37,38,39,27
1864,20240125,14,22,28,34,41,42,11
1865,20240129,03,05,18,21,26,36,34
1866,20240201,08,19,21,29,38,40,12
1867,20240205,01,06,17,28,40,42,04
1868,20240208,03,07,22,23,24,32,02
1869,20240212,07,08,16,28,36,37,29
1870,20240215,05,09,13,23,25,40,27
1871,20240219,07,13,22,24,38,42,14
1872,20240222,03,18,20,25,34,40,31
1873,20240226,06,15,26,33,39,41,42
1874,20240229,13,31,33,36,41,43,29
1875,20240304,11,15,16,24,38,39,29
1876,20240307,04,07,17,31,38,43,30
1877,20240311,01,11,13,16,21,37,06
1878,20240314,06,08,12,18,32,38,39
1879,20240318,01,08,14,27,29,37,06
1880,20240321,09,14,21,31,33,43,30
1881,20240325,02,09,22,31,33,35,30
1882,20240328,03,06,11,25,36,43,10
1883,20240401,03,11,24,25,28,32,05
1884,20240404,20,25,29,36,38,42,19
1885,20240408,02,06,07,16,17,41,32
1886,20240411,01,06,19,25,33,39,15
1887,20240415,05,07,15,18,36,37,20
1888,20240418,04,05,06,28,29,39,07
1889,20240422,07,15,21,27,28,32,24
1890,20240425,17,21,29,34,41,42,02
1891,20240429,02,16,23,38,40,43,33
1892,20240502,07,08,09,19,22,38,24
1893,20240506,25,31,33,35,37,42,16
1894,20240509,19,29,36,37,41,42,35
1895,20240513,06,18,29,33,35,40,01
1896,20240516,05,12,15,16,28,40,01
1897,20240520,07,23,27,30,34,36,28
1898,20240523,05,19,23,26,31,42,32
1899,20240527,02,04,09,19,33,36,03
1900,20240530,03,09,29,30,39,42,23
1901,20240603,14,15,26,28,33,37,04
1902,20240606,04,07,15,18,35,40,12
1903,20240610,18,19,23,25,27,32,20
1904,20240613,14,21,23,24,28,36,07
1905,20240617,04,05,17,20,29,30,40
1906,20240620,01,08,21,22,30,42,24
1907,20240624,10,14,21,23,24,40,28
1908,20240627,03,09,21,25,42,43,36
1909,20240701,03,05,07,08,22,27,28
1910,20240704,02,08,24,29,30,31,06
1911,20240708,04,08,09,14,16,41,15
1912,20240711,01,11,24,29,33,34,04
1913,20240715,02,05,22,23,29,33,17
1914,20240718,04,10,22,24,36,38,08
1915,20240722,04,10,14,19,24,40,15
1916,20240725,05,13,18,23,30,39,33
1917,20240729,03,12,14,29,30,33,21
1918,20240801,03,04,05,06,18,20,11
1919,20240805,05,17,19,21,38,41,06
1920,20240808,06,10,22,23,31,36,37
1921,20240812,01,02,13,25,33,41,31
1922,20240815,03,11,22,31,33,35,13
1923,20240819,06,07,18,30,34,37,03
1924,20240822,07,16,18,25,26,27,17
1925,20240826,05,09,11,18,34,37,22
1926,20240829,10,13,18,24,34,37,01
1927,20240902,02,11,18,26,32,36,10
1928,20240905,02,18,20,24,26,29,22
1929,20240909,07,10,12,20,40,43,04
1930,20240912,05,10,19,23,29,37,11
1931,20240916,09,23,27,30,33,41,04
1932,20240919,01,05,16,20,24,31,29
1933,20240923,03,07,09,10,12,30,16
1934,20240926,06,13,16,20,27,41,30
1935,20240930,03,08,12,14,17,40,02
1936,20241003,01,06,19,29,33,35,26
1937,20241007,01,09,26,28,31,38,08
1938,20241010,05,09,14,32,39,41,24
1939,20241014,10,22,26,27,29,37,41
1940,20241017,02,14,15,25,26,42,09
1941,20241021,02,12,13,21,23,43,39
1942,20241024,01,16,18,26,27,35,29
1943,20241028,10,11,17,25,34,38,09
1944,20241031,06,11,21,33,39,42,18
1945,20241104,01,02,04,14,27,43,41
1946,20241107,08,09,11,27,36,38,18
1947,20241111,10,24,30,36,37,41,05
1948,20241114,18,29,30,38,39,43,40
1949,20241118,12,13,17,28,37,43,27
1950,20241121,09,20,26,28,30,42,06
1951,20241125,01,03,06,23,28,35,14
1952,20241128,24,25,31,32,34,40,12
1953,20241202,19,23,29,33,36,40,27
1954,20241205,02,10,15,25,35,37,22
1955,20241209,11,19,26,28,29,36,01
1956,20241212,02,19,21,24,35,42,17
1957,20241216,03,04,05,13,34,42,18
1958,20241219,01,15,16,20,21,25,19
1959,20241223,19,20,36,40,41,43,22
1960,20241226,10,22,27,28,31,32,08
1961,20241230,11,12,27,28,38,43,10
1962,20250106,04,08,19,22,32,37,26
1963,20250109,03,04,20,29,35,38,06
1964,20250113,02,05,28,33,35,36,34
1965,20250116,17,18,20,23,33,43,19
1966,20250120,04,12,25,29,34,36,32
1967,20250123,03,04,22,26,29,35,37
1968,20250127,06,13,15,22,35,41,37
1969,20250130,03,07,12,13,35,38,24
1970,20250203,11,26,27,31,36,37,42
1971,20250206,02,06,09,26,32,36,23
1972,20250210,03,14,27,28,32,36,12
1973,20250213,07,10,14,27,28,32,04
1974,20250217,02,06,13,21,24,30,43
1975,20250220,11,13,15,20,35,42,19
1976,20250224,04,06,22,30,33,36,02
1977,20250227,04,14,20,28,29,34,30
1978,20250303,23,25,26,30,34,35,12
1979,20250306,15,18,19,21,37,40,17
1980,20250310,01,02,13,19,35,41,03
1981,20250313,05,10,15,17,29,41,30
1982,20250317,20,21,23,28,32,34,06
1983,20250320,03,18,31,36,37,40,23
1984,20250324,04,19,28,29,34,40,03
1985,20250327,01,30,36,37,41,43,33
1986,20250331,14,20,29,31,41,42,24
1987,20250403,08,12,25,28,32,42,27
1988,20250407,06,20,23,24,33,35,27
1989,20250410,15,17,23,29,35,43,08
1990,20250414,06,09,15,19,24,40,30
1991,20250417,01,05,12,16,17,40,04
1992,20250421,09,11,18,21,27,34,13
1993,20250424,07,12,13,35,37,42,31
1994,20250428,10,11,13,16,24,26,12
1995,20250501,02,04,08,26,27,37,19
1996,20250505,06,17,26,28,33,34,20
1997,20250508,05,16,17,28,36,40,14
1998,20250512,01,04,06,09,20,43,21
1999,20250515,17,31,34,35,36,38,02
2000,20250519,01,02,16,21,25,35,22
2001,20250522,13,21,24,26,34,36,20
2002,20250526,01,17,19,23,36,42,15
2003,20250529,01,05,10,13,35,40,39
2004,20250602,16,18,25,27,31,36,07
2005,20250605,03,07,18,27,33,34,06
2006,20250609,04,07,19,22,26,28,33
2007,20250612,06,18,23,24,30,35,38
2008,20250616,05,08,09,17,22,36,30
2009,20250619,08,17,20,35,36,40,12
2010,20250623,09,15,24,29,31,40,13
2011,20250626,12,14,18,24,30,42,04
2012,20250630,01,14,20,36,38,41,30
2013,20250703,07,12,30,31,39,43,42
2014,20250707,07,11,21,24,29,34,40
2015,20250710,06,08,13,16,20,23,26
2016,20250714,10,13,27,31,40,42,01
2017,20250717,02,04,11,22,24,35,08
