no,date,honsuji1,honsuji2,honsuji3,honsuji4,honsuji5,honsuji6,bonus_suji1
675,20120712,08,10,15,21,24,34,28
676,20120716,02,08,20,33,38,42,21
677,20120719,04,11,22,31,32,35,23
678,20120723,08,24,25,29,32,40,28
679,20120726,04,05,07,37,41,42,39
680,20120730,08,09,23,34,38,41,06
681,20120802,01,11,13,30,37,41,27
682,20120806,03,05,07,18,19,41,34
683,20120809,16,24,29,32,35,38,37
684,20120813,06,07,13,18,27,33,16
685,20120816,12,23,27,32,39,43,15
686,20120820,21,24,26,35,37,38,16
687,20120823,16,20,27,33,40,42,34
688,20120827,09,12,16,33,34,35,01
689,20120830,06,08,12,17,24,31,38
690,20120903,07,08,10,21,34,38,30
691,20120906,04,07,08,15,16,42,23
692,20120910,09,10,12,19,21,42,15
693,20120913,04,14,18,22,32,35,10
694,20120917,08,23,27,31,38,40,03
695,20120920,04,07,11,12,13,19,27
696,20120924,02,10,14,19,36,39,09
697,20120927,02,12,14,18,40,41,06
698,20121001,05,20,21,26,30,33,27
699,20121004,12,13,21,25,29,32,20
700,20121008,01,08,17,24,33,35,11
701,20121011,20,22,24,32,36,39,29
702,20121015,01,20,23,37,38,40,04
703,20121018,20,24,27,28,38,41,04
704,20121022,07,10,16,18,19,37,20
705,20121025,14,15,16,18,20,33,03
706,20121029,02,08,29,31,34,37,09
707,20121101,08,15,21,32,40,41,07
708,20121105,02,13,20,22,25,38,35
709,20121108,01,11,13,29,37,39,08
710,20121112,04,05,09,20,33,37,35
711,20121115,05,11,15,24,34,39,37
712,20121119,02,05,08,09,14,25,18
713,20121122,19,20,21,24,25,26,35
714,20121126,02,14,26,28,29,42,13
715,20121129,05,10,12,25,28,31,36
716,20121203,05,07,14,24,25,35,32
717,20121206,13,14,16,21,29,42,20
718,20121210,15,20,27,29,33,43,18
719,20121213,11,14,27,31,34,42,13
720,20121217,25,26,27,28,35,38,19
721,20121220,01,14,23,24,27,40,10
722,20121224,06,11,32,34,35,39,18
723,20121227,16,27,28,36,39,42,02
724,20130107,04,09,32,37,38,39,31
725,20130110,05,06,07,20,31,41,22
726,20130114,13,21,30,31,37,40,14
727,20130117,03,24,26,27,39,41,04
728,20130121,10,15,22,23,38,42,12
729,20130124,02,10,16,18,27,42,22
730,20130128,10,15,21,22,33,35,01
731,20130131,06,07,23,25,38,42,21
732,20130204,20,33,35,36,37,38,29
733,20130207,05,13,14,26,37,38,28
734,20130211,10,19,22,27,29,39,21
735,20130214,05,12,19,22,32,39,14
736,20130218,02,14,17,19,38,43,06
737,20130221,06,10,21,24,27,39,11
738,20130225,14,21,22,32,33,41,09
739,20130228,11,13,18,20,28,38,31
740,20130304,08,09,15,26,37,40,18
741,20130307,08,11,15,29,36,43,18
742,20130311,02,12,13,14,22,35,04
743,20130314,03,04,08,10,14,37,32
744,20130318,02,05,12,14,30,42,03
745,20130321,08,12,16,23,33,34,06
746,20130325,06,09,10,29,31,35,28
747,20130328,08,19,20,23,24,35,05
748,20130401,02,14,16,27,28,30,21
749,20130404,07,08,11,13,23,40,25
750,20130408,04,06,13,16,18,39,34
751,20130411,13,16,21,25,31,38,43
752,20130415,03,05,13,18,22,37,14
753,20130418,02,04,11,15,20,38,18
754,20130422,16,27,33,35,39,41,42
755,20130425,10,16,20,25,29,39,02
756,20130429,08,10,24,26,27,28,32
757,20130502,04,10,14,19,35,38,17
758,20130506,11,19,20,25,38,40,33
759,20130509,14,22,25,28,37,41,31
760,20130513,03,04,06,15,32,40,34
761,20130516,08,10,11,12,20,40,42
762,20130520,06,08,09,20,24,27,40
763,20130523,06,08,10,21,39,42,36
764,20130527,06,07,24,34,42,43,14
765,20130530,04,14,17,22,26,41,06
766,20130603,06,10,12,32,37,39,33
767,20130606,02,06,11,27,29,37,14
768,20130610,01,08,19,25,32,38,39
769,20130613,01,02,04,16,17,38,08
770,20130617,17,19,21,22,36,37,25
771,20130620,15,21,31,32,33,34,27
772,20130624,07,11,16,19,20,23,30
773,20130627,04,07,10,11,12,32,09
774,20130701,02,04,09,13,16,33,15
775,20130704,01,02,21,22,37,38,17
776,20130708,02,08,14,23,28,42,25
777,20130711,15,16,23,29,37,39,42
778,20130715,05,11,17,24,35,41,03
779,20130718,10,13,27,34,36,39,07
780,20130722,06,07,12,26,39,43,04
781,20130725,05,06,15,23,40,43,39
782,20130729,19,21,23,24,27,43,10
783,20130801,09,14,22,24,25,32,13
784,20130805,01,09,23,29,37,41,22
785,20130808,01,09,18,20,24,29,15
786,20130812,10,11,17,31,35,39,23
787,20130815,04,05,13,21,33,34,15
788,20130819,02,08,13,27,31,32,16
789,20130822,12,17,29,32,38,40,28
790,20130826,09,13,19,27,34,38,08
791,20130829,01,10,22,24,34,37,20
792,20130902,01,07,14,25,37,43,04
793,20130905,10,13,14,19,26,43,12
794,20130909,15,22,25,29,34,42,02
795,20130912,13,19,24,28,33,38,29
796,20130916,01,07,11,14,22,34,02
797,20130919,01,04,13,18,23,39,35
798,20130923,01,03,05,25,39,41,34
799,20130926,04,06,08,10,19,28,25
800,20130930,08,12,22,23,25,35,43
801,20131003,02,18,19,20,25,31,32
802,20131007,09,13,18,19,25,30,15
803,20131010,09,29,33,34,35,41,27
804,20131014,06,20,23,25,31,33,30
805,20131017,02,14,19,22,24,43,06
806,20131021,03,16,19,25,39,40,29
807,20131024,01,06,12,20,22,23,27
808,20131028,13,18,22,28,41,42,26
809,20131031,02,11,20,31,32,37,17
810,20131104,03,31,32,38,39,40,37
811,20131107,02,06,20,24,31,40,34
812,20131111,01,12,15,26,34,40,22
813,20131114,09,10,12,13,28,38,39
814,20131118,04,07,15,23,38,42,01
815,20131121,01,02,06,24,25,41,29
816,20131125,05,14,19,24,27,37,09
817,20131128,16,21,27,32,34,43,42
818,20131202,05,21,24,34,37,38,16
819,20131205,10,19,23,25,30,40,14
820,20131209,01,11,19,28,39,43,16
821,20131212,07,10,12,34,40,43,16
822,20131216,06,11,15,24,27,33,29
823,20131219,05,06,23,30,37,38,28
824,20131223,16,19,26,27,29,32,04
825,20131226,06,10,12,16,39,40,20
826,20131230,05,15,22,24,29,36,02
827,20140106,02,04,23,24,33,41,05
828,20140109,02,09,10,24,25,43,26
829,20140113,02,03,23,32,36,39,20
830,20140116,05,06,09,18,28,40,22
831,20140120,03,04,07,13,22,31,19
832,20140123,19,24,27,31,32,33,17
833,20140127,05,06,13,20,22,28,02
834,20140130,04,17,27,39,41,42,08
835,20140203,05,09,10,28,39,40,24
836,20140206,07,11,31,34,38,43,28
837,20140210,05,17,34,37,39,42,28
838,20140213,12,28,32,36,38,43,13
839,20140217,01,03,05,12,13,38,37
840,20140220,03,04,17,24,27,34,39
841,20140224,08,22,24,28,31,36,38
842,20140227,08,11,17,26,33,43,24
843,20140303,03,07,08,26,42,43,11
844,20140306,02,05,18,27,35,38,24
845,20140310,02,12,13,22,24,34,20
846,20140313,09,14,18,28,30,33,04
847,20140317,09,10,23,31,35,36,38
848,20140320,06,07,13,15,35,39,33
849,20140324,01,03,04,10,15,40,34
850,20140327,02,11,30,32,38,41,04
851,20140331,05,08,14,20,26,27,07
852,20140403,03,17,22,23,27,40,35
853,20140407,02,09,22,26,31,35,07
854,20140410,04,11,14,18,25,37,42
855,20140414,10,13,15,25,37,42,30
856,20140417,10,24,32,34,38,40,43
857,20140421,01,03,06,17,28,42,24
858,20140424,03,14,29,32,33,42,40
859,20140428,01,12,15,17,21,36,24
860,20140501,14,16,32,35,38,41,06
861,20140505,04,17,21,28,35,42,29
862,20140508,05,10,16,34,36,39,43
863,20140512,04,14,18,26,35,36,02
864,20140515,19,21,24,28,32,40,12
865,20140519,05,07,08,12,23,25,26
866,20140522,01,03,10,21,29,43,39
867,20140526,02,14,21,26,37,38,18
868,20140529,05,18,19,26,31,43,10
869,20140602,05,07,23,24,37,38,40
870,20140605,01,11,14,21,23,39,26
871,20140609,03,10,11,13,20,27,25
872,20140612,06,10,17,18,19,24,07
873,20140616,04,22,26,27,32,43,20
874,20140619,02,08,21,27,33,37,42
875,20140623,04,05,11,13,22,25,43
876,20140626,11,12,18,25,35,39,09
877,20140630,03,14,17,32,35,43,10
878,20140703,05,14,16,22,25,40,43
879,20140707,24,27,34,35,36,43,25
880,20140710,01,08,11,16,25,32,19
881,20140714,04,06,12,18,28,41,35
882,20140717,05,15,23,26,30,36,06
883,20140721,10,16,25,29,38,42,23
884,20140724,02,07,25,26,38,42,19
885,20140728,22,28,33,36,37,41,14
886,20140731,07,10,13,23,34,39,11
887,20140804,03,04,06,18,32,37,07
888,20140807,02,04,09,36,37,39,43
889,20140811,02,10,21,28,41,43,12
890,20140814,01,04,06,14,28,31,21
891,20140818,07,09,14,30,42,43,24
892,20140821,14,19,31,35,40,43,38
893,20140825,10,12,26,28,29,37,34
894,20140828,04,05,09,20,21,32,40
895,20140901,05,12,24,25,37,38,39
896,20140904,05,06,21,27,32,38,34
897,20140908,08,10,14,15,27,30,12
898,20140911,13,17,21,25,29,37,23
899,20140915,03,10,15,18,27,40,38
900,20140918,08,12,21,22,31,35,02
901,20140922,06,13,22,28,29,37,14
902,20140925,11,21,26,31,32,33,22
903,20140929,01,03,06,07,16,19,12
904,20141002,02,04,06,15,21,41,29
905,20141006,04,15,24,40,41,42,31
906,20141009,06,09,12,13,30,40,31
907,20141013,05,13,18,22,27,41,19
908,20141016,06,14,21,22,23,30,32
909,20141020,12,15,21,27,30,35,28
910,20141023,11,12,13,17,25,33,14
911,20141027,08,16,18,22,27,35,03
912,20141030,05,14,19,20,32,42,11
913,20141103,05,08,20,31,36,41,16
914,20141106,02,03,26,33,36,40,19
915,20141110,07,12,21,33,38,40,42
916,20141113,06,14,25,27,38,43,21
917,20141117,02,06,25,26,41,42,18
918,20141120,10,15,25,29,34,36,39
919,20141124,02,09,12,17,33,42,26
920,20141127,09,17,27,30,35,38,06
921,20141201,05,07,26,36,38,39,32
922,20141204,04,06,19,32,33,38,01
923,20141208,05,13,30,31,32,35,29
924,20141211,13,20,24,32,35,42,43
925,20141215,25,26,27,28,32,37,40
926,20141218,16,26,32,35,37,39,25
927,20141222,02,29,30,31,33,34,37
928,20141225,01,21,23,26,31,33,14
929,20141229,10,12,15,25,31,34,26
930,20150105,10,12,37,39,40,43,11
931,20150108,14,18,19,24,25,33,21
932,20150112,04,15,30,37,42,43,32
933,20150115,05,09,20,21,31,41,26
934,20150119,03,07,16,17,20,32,12
935,20150122,02,12,14,26,38,43,08
936,20150126,01,03,12,16,20,35,05
937,20150129,13,15,21,25,36,41,08
938,20150202,05,09,12,19,30,35,29
939,20150205,08,11,15,17,26,43,32
940,20150209,01,18,28,31,35,37,39
941,20150212,05,12,22,29,38,39,19
942,20150216,02,03,14,27,28,38,08
943,20150219,09,10,14,15,39,43,25
944,20150223,07,20,25,29,33,37,27
945,20150226,03,10,15,23,36,37,31
946,20150302,02,09,12,16,31,36,41
947,20150305,01,06,21,23,27,40,09
948,20150309,07,16,17,28,39,43,24
949,20150312,05,19,26,36,39,43,09
950,20150316,02,06,16,24,30,41,18
951,20150319,11,15,22,23,26,30,37
952,20150323,10,16,22,25,31,39,27
953,20150326,02,09,17,38,39,42,20
954,20150330,03,23,24,28,29,42,41
955,20150402,14,19,27,28,37,42,24
956,20150406,01,04,06,22,24,38,34
957,20150409,02,11,22,32,36,42,20
958,20150413,09,18,23,24,26,30,21
959,20150416,01,16,18,28,36,38,42
960,20150420,05,18,23,32,35,39,10
961,20150423,05,11,17,18,19,25,34
962,20150427,04,06,10,24,32,37,35
963,20150430,04,23,29,31,32,35,17
964,20150504,02,21,23,29,30,43,26
965,20150507,10,12,19,20,21,22,13
966,20150511,10,22,31,34,36,43,30
967,20150514,01,11,26,30,32,40,08
968,20150518,06,10,15,20,23,26,17
969,20150521,03,09,19,22,23,40,10
970,20150525,02,04,18,23,31,38,01
971,20150528,02,03,04,12,22,29,11
972,20150601,02,07,17,18,21,40,29
973,20150604,01,05,06,12,30,31,24
974,20150608,02,03,29,30,32,43,26
975,20150611,03,11,13,27,29,36,15
976,20150615,06,13,22,28,42,43,29
977,20150618,10,15,17,27,42,43,33
978,20150622,03,11,19,30,38,42,31
979,20150625,09,12,16,18,27,38,10
980,20150629,15,20,23,35,38,42,13
981,20150702,14,19,22,23,31,37,21
982,20150706,15,19,21,22,29,40,42
983,20150709,15,19,32,35,36,38,31
984,20150713,14,23,24,28,37,38,20
985,20150716,03,11,19,26,29,38,31
986,20150720,04,11,17,30,36,43,05
987,20150723,03,14,15,24,25,36,33
988,20150727,05,06,10,22,34,41,19
989,20150730,05,07,31,33,36,39,21
990,20150803,04,12,16,27,28,41,42
991,20150806,03,18,21,25,29,37,35
992,20150810,04,06,08,22,27,38,34
993,20150813,01,05,10,32,38,40,18
994,20150817,18,22,29,31,39,43,09
995,20150820,07,11,17,21,37,39,36
996,20150824,01,03,14,26,27,42,25
997,20150827,03,05,08,11,33,43,23
998,20150831,01,03,12,19,26,29,28
999,20150903,08,15,17,30,32,36,43
1000,20150907,01,15,21,22,26,29,37
1001,20150910,09,12,15,16,18,35,02
1002,20150914,08,14,22,25,27,41,11
1003,20150917,13,22,26,34,38,43,42
1004,20150921,03,21,23,24,27,32,36
1005,20150924,05,13,20,24,25,27,42
1006,20150928,07,08,16,31,32,33,12
1007,20151001,03,08,17,25,28,43,42
1008,20151005,11,14,16,21,24,39,36
1009,20151008,03,19,34,36,40,43,28
1010,20151012,06,12,16,24,25,37,17
1011,20151015,23,26,27,29,30,43,06
1012,20151019,09,11,19,22,27,38,02
1013,20151022,03,20,36,38,39,41,22
1014,20151026,02,03,09,19,40,42,06
1015,20151029,09,14,20,23,27,32,22
1016,20151102,01,14,31,32,39,42,34
1017,20151105,01,04,24,30,39,40,05
1018,20151109,03,22,25,28,32,39,21
1019,20151112,08,14,15,22,25,40,19
1020,20151116,02,25,27,28,35,42,06
1021,20151119,03,30,32,33,34,39,28
1022,20151123,03,15,19,30,34,37,12
1023,20151126,09,17,24,25,33,40,43
1024,20151130,02,04,05,20,37,43,32
1025,20151203,10,17,20,21,36,43,34
1026,20151207,01,08,11,17,22,26,31
1027,20151210,13,16,17,19,20,38,18
1028,20151214,07,10,18,21,28,36,40
1029,20151217,05,13,22,31,37,39,04
1030,20151221,04,09,17,20,23,42,19
1031,20151224,02,04,07,22,32,35,01
1032,20151228,11,20,21,30,36,43,17
1033,20160104,01,15,21,24,37,41,07
1034,20160107,14,20,24,25,31,32,29
1035,20160111,09,15,17,19,27,33,40
1036,20160114,02,08,17,27,30,31,13
1037,20160118,01,03,12,13,21,32,41
1038,20160121,03,07,24,25,27,39,20
1039,20160125,06,09,20,34,37,41,25
1040,20160128,07,13,15,21,23,34,12
1041,20160201,14,22,27,29,33,37,24
1042,20160204,04,10,11,12,18,25,36
1043,20160208,21,29,30,32,38,42,16
1044,20160211,03,07,16,26,34,39,23
1045,20160215,01,19,21,30,31,43,18
1046,20160218,06,13,17,18,27,43,21
1047,20160222,05,09,13,31,32,35,26
1048,20160225,26,27,30,31,34,40,20
1049,20160229,03,06,15,23,24,31,11
1050,20160303,03,08,14,28,31,43,35
1051,20160307,05,13,20,28,30,32,16
1052,20160310,06,26,34,37,42,43,13
1053,20160314,04,11,23,27,35,42,15
1054,20160317,07,09,10,19,28,33,36
1055,20160321,05,11,20,25,26,32,06
1056,20160324,14,16,19,29,32,37,24
1057,20160328,02,11,19,21,28,38,25
1058,20160331,11,12,17,23,29,43,37
1059,20160404,08,26,27,29,35,43,06
1060,20160407,05,10,16,17,32,37,36
1061,20160411,01,12,14,16,20,29,04
1062,20160414,02,07,28,39,42,43,41
1063,20160418,06,12,13,34,38,42,41
1064,20160421,04,13,18,27,30,39,34
1065,20160425,11,13,27,37,41,42,40
1066,20160428,02,11,29,36,40,42,17
1067,20160502,05,09,25,27,28,33,10
1068,20160505,03,09,21,34,35,42,04
1069,20160509,12,17,26,30,33,40,08
1070,20160512,11,21,25,34,35,36,15
1071,20160516,01,10,25,27,31,40,03
1072,20160519,03,17,20,32,36,43,04
1073,20160523,01,03,05,08,20,39,30
1074,20160526,08,09,16,27,30,33,19
1075,20160530,07,08,21,24,34,42,01
1076,20160602,21,22,24,30,31,43,19
1077,20160606,01,04,09,23,30,36,05
1078,20160609,03,12,20,33,35,41,34
1079,20160613,08,12,19,24,30,36,42
1080,20160616,06,15,16,19,38,41,23
1081,20160620,06,08,13,17,18,20,28
1082,20160623,09,12,19,21,39,40,16
1083,20160627,10,13,15,18,25,38,20
1084,20160630,01,07,20,28,34,38,16
1085,20160704,03,20,21,30,34,35,23
1086,20160707,03,07,09,31,38,43,29
1087,20160711,10,13,26,27,30,36,06
1088,20160714,05,08,16,24,32,33,22
1089,20160718,05,17,19,22,41,42,04
1090,20160721,03,10,15,22,27,40,23
1091,20160725,21,22,24,26,28,30,38
1092,20160728,02,11,18,27,30,33,14
1093,20160801,04,19,26,40,42,43,09
1094,20160804,06,07,20,24,28,43,11
1095,20160808,03,06,15,18,23,27,38
1096,20160811,06,19,21,31,38,41,40
1097,20160815,01,05,08,14,19,21,04
1098,20160818,01,19,31,33,35,43,29
1099,20160822,06,08,12,17,18,24,35
1100,20160825,02,06,16,23,32,35,37
1101,20160829,04,05,07,10,13,16,01
1102,20160901,03,06,09,13,36,37,32
1103,20160905,08,13,14,18,24,38,25
1104,20160908,15,25,32,33,36,38,40
1105,20160912,12,15,25,31,39,40,26
1106,20160915,01,04,08,10,18,33,15
1107,20160919,06,07,12,22,30,33,36
1108,20160922,12,25,29,32,38,43,35
1109,20160926,06,08,14,27,36,42,28
1110,20160929,01,06,21,34,36,39,29
1111,20161003,06,16,17,27,33,41,42
1112,20161006,06,09,15,19,39,42,34
1113,20161010,01,12,14,26,34,41,06
1114,20161013,02,07,09,28,38,39,26
1115,20161017,03,10,12,26,38,42,04
1116,20161020,01,11,33,34,35,38,29
1117,20161024,02,06,07,09,19,23,21
1118,20161027,01,11,21,25,34,36,28
1119,20161031,03,06,15,21,42,43,11
1120,20161103,10,12,13,29,35,39,33
1121,20161107,02,08,31,38,40,42,41
1122,20161110,22,24,29,31,32,34,40
1123,20161114,04,08,23,29,34,35,15
1124,20161117,01,16,24,28,40,42,33
1125,20161121,02,16,19,20,24,36,27
1126,20161124,04,05,26,30,34,42,27
1127,20161128,09,15,17,21,23,42,24
1128,20161201,03,15,21,29,30,35,39
1129,20161205,06,11,19,28,30,43,32
1130,20161208,01,11,37,38,39,42,26
1131,20161212,06,12,25,36,38,41,18
1132,20161215,04,05,24,29,33,35,40
1133,20161219,03,18,19,20,37,38,09
1134,20161222,05,06,12,14,30,38,29
1135,20161226,20,22,28,29,32,41,14
1136,20161229,03,04,07,08,22,33,18
1137,20170105,01,18,21,31,37,41,20
1138,20170109,08,15,21,24,35,38,22
1139,20170112,04,06,14,17,23,33,26
1140,20170116,11,21,30,31,36,37,23
1141,20170119,01,04,10,14,24,26,29
1142,20170123,12,13,19,23,28,35,31
1143,20170126,19,21,31,39,42,43,29
1144,20170130,07,13,14,33,39,43,29
1145,20170202,01,04,15,18,25,28,36
1146,20170206,01,10,19,23,26,34,27
1147,20170209,02,03,10,16,26,27,23
1148,20170213,03,05,16,23,31,43,39
1149,20170216,02,14,22,23,35,43,31
1150,20170220,07,11,17,27,32,40,18
1151,20170223,05,23,25,26,29,31,19
1152,20170227,06,08,10,33,35,43,22
1153,20170302,04,15,20,24,26,30,29
1154,20170306,08,12,30,36,41,42,04
1155,20170309,14,19,22,23,28,43,25
1156,20170313,03,06,19,31,35,40,12
1157,20170316,05,17,20,28,39,42,01
1158,20170320,22,24,27,30,32,40,23
1159,20170323,01,04,15,16,23,30,17
1160,20170327,09,22,31,32,34,43,24
1161,20170330,01,02,12,16,19,40,18
1162,20170403,03,04,08,12,24,37,10
1163,20170406,11,17,19,24,33,41,09
1164,20170410,04,07,11,33,34,37,24
1165,20170413,18,20,21,24,40,42,25
1166,20170417,04,08,17,20,29,41,03
1167,20170420,06,13,20,25,36,42,28
1168,20170424,01,03,08,14,35,39,18
1169,20170427,19,24,25,36,37,43,10
1170,20170501,01,08,13,19,23,28,39
1171,20170504,09,10,13,21,34,36,40
1172,20170508,03,10,31,32,38,39,15
1173,20170511,05,07,11,16,33,38,25
1174,20170515,07,08,09,25,29,31,28
1175,20170518,02,04,06,21,27,37,10
1176,20170522,02,09,18,23,29,32,34
1177,20170525,02,05,21,22,23,38,36
1178,20170529,16,17,20,22,29,40,31
1179,20170601,05,12,27,36,39,40,37
1180,20170605,02,04,05,13,18,21,40
1181,20170608,15,16,17,29,31,32,12
1182,20170612,05,06,10,13,24,33,40
1183,20170615,02,19,22,25,32,36,39
1184,20170619,02,06,21,30,31,36,41
1185,20170622,06,15,18,26,27,31,38
1186,20170626,08,10,20,25,38,43,39
1187,20170629,03,13,18,20,24,31,37
1188,20170703,03,09,19,20,23,30,14
1189,20170706,08,24,28,30,38,41,32
1190,20170710,01,03,13,29,38,39,08
1191,20170713,03,05,11,20,25,32,30
1192,20170717,15,17,18,22,30,39,28
1193,20170720,01,02,07,08,10,42,28
1194,20170724,12,18,20,23,33,40,01
1195,20170727,01,04,17,22,35,42,07
1196,20170731,06,07,19,31,39,41,14
1197,20170803,03,24,28,36,37,39,27
1198,20170807,01,14,20,26,27,34,33
1199,20170810,09,10,11,20,28,40,17
1200,20170814,02,08,10,12,31,42,21
1201,20170817,01,15,19,22,26,28,33
1202,20170821,09,12,15,19,26,39,28
1203,20170824,02,04,06,37,39,42,41
1204,20170828,10,20,21,24,39,43,17
1205,20170831,12,25,26,32,35,42,02
1206,20170904,11,19,20,26,32,33,22
1207,20170907,06,16,17,20,22,43,34
1208,20170911,05,14,20,30,38,41,08
1209,20170914,11,12,24,32,38,40,07
1210,20170918,05,06,12,16,23,36,09
1211,20170921,03,08,24,25,26,28,43
1212,20170925,02,16,27,35,40,42,25
1213,20170928,03,13,22,26,30,39,01
1214,20171002,02,19,23,30,33,36,40
1215,20171005,03,06,09,15,21,42,07
1216,20171009,08,14,25,39,42,43,37
1217,20171012,14,16,17,34,36,41,25
1218,20171016,05,08,13,20,28,42,35
1219,20171019,14,22,24,36,39,42,32
1220,20171023,09,15,21,23,32,42,14
1221,20171026,03,10,11,31,33,36,21
1222,20171030,01,05,07,11,29,39,40
1223,20171102,12,22,28,30,36,43,34
1224,20171106,05,18,33,38,41,43,06
1225,20171109,19,22,25,30,33,34,36
1226,20171113,07,08,28,34,37,41,13
1227,20171116,01,08,14,28,40,43,06
1228,20171120,06,18,19,25,28,40,03
1229,20171123,10,28,35,37,39,43,16
1230,20171127,01,02,06,09,17,38,34
1231,20171130,01,14,16,24,32,36,02
1232,20171204,05,10,14,31,35,38,16
1233,20171207,02,07,12,21,29,33,16
1234,20171211,07,11,16,20,30,40,28
1235,20171214,08,17,24,34,36,42,33
1236,20171218,01,03,11,26,38,39,34
1237,20171221,01,04,06,35,38,40,27
1238,20171225,08,14,28,29,33,40,32
1239,20171228,02,19,27,28,30,38,22
1240,20180104,15,18,22,36,37,39,26
1241,20180108,04,07,15,17,23,25,08
1242,20180111,12,22,28,34,37,42,33
1243,20180115,23,24,32,37,41,42,29
1244,20180118,10,15,17,18,20,41,35
1245,20180122,13,15,27,30,31,39,08
1246,20180125,04,10,11,23,36,37,34
1247,20180129,04,07,17,18,26,36,35
1248,20180201,02,06,14,28,34,37,03
1249,20180205,05,08,15,20,25,27,06
1250,20180208,03,10,18,22,23,40,27
1251,20180212,21,28,31,33,34,40,23
1252,20180215,04,15,18,19,22,29,37
1253,20180219,01,12,14,24,33,37,15
1254,20180222,07,08,11,15,36,39,37
1255,20180226,02,14,15,27,40,43,41
1256,20180301,02,05,16,32,35,41,25
1257,20180305,01,11,19,23,32,37,14
1258,20180308,08,14,20,25,31,41,35
1259,20180312,10,16,20,26,33,36,41
1260,20180315,03,08,16,19,25,26,32
1261,20180319,09,20,26,29,30,34,42
1262,20180322,04,11,15,20,24,43,10
1263,20180326,03,08,13,14,31,37,06
1264,20180329,01,06,27,33,35,43,15
1265,20180402,05,20,26,27,28,33,12
1266,20180405,03,12,16,23,25,28,17
1267,20180409,04,18,31,33,34,41,09
1268,20180412,08,11,15,22,35,36,30
1269,20180416,09,10,11,33,39,42,25
1270,20180419,09,10,24,30,35,40,38
1271,20180423,01,11,14,27,39,42,32
1272,20180426,04,09,13,32,37,38,42
1273,20180430,18,20,22,26,34,37,04
1274,20180503,03,15,18,23,31,37,34
1275,20180507,07,19,21,28,40,41,03
1276,20180510,05,06,09,11,16,35,22
1277,20180514,12,16,20,22,31,43,33
1278,20180517,03,04,18,28,34,36,06
1279,20180521,04,10,16,17,20,24,31
1280,20180524,01,09,11,21,29,36,07
1281,20180528,03,07,09,15,29,40,17
1282,20180531,01,04,10,11,24,28,29
1283,20180604,01,26,27,30,37,38,04
1284,20180607,04,14,17,21,24,39,07
1285,20180611,07,08,13,36,38,42,06
1286,20180614,11,32,37,39,41,42,43
1287,20180618,09,21,23,34,37,38,40
1288,20180621,08,09,19,24,35,43,11
1289,20180625,06,09,16,24,29,37,03
1290,20180628,18,24,27,32,35,41,10
1291,20180702,02,06,08,12,13,17,01
1292,20180705,01,18,29,30,31,37,35
1293,20180709,02,05,15,27,30,35,11
1294,20180712,07,14,18,26,28,39,02
1295,20180716,14,23,31,37,39,43,32
1296,20180719,05,11,15,16,23,32,04
1297,20180723,01,02,07,29,34,42,41
1298,20180726,04,06,15,22,30,42,07
1299,20180730,03,12,24,28,38,39,10
1300,20180802,03,18,25,26,32,33,27
1301,20180806,06,07,09,16,30,41,22
1302,20180809,04,07,25,30,34,43,38
1303,20180813,07,10,24,33,35,42,43
1304,20180816,06,25,30,38,40,42,17
1305,20180820,04,06,19,36,38,40,28
1306,20180823,07,11,23,36,38,41,37
1307,20180827,06,25,27,28,30,43,14
1308,20180830,06,09,10,15,34,39,03
1309,20180903,24,32,34,36,41,43,23
1310,20180906,09,24,25,27,34,36,14
1311,20180910,12,23,26,29,36,37,15
1312,20180913,13,24,25,26,32,39,06
1313,20180917,05,12,21,31,36,43,27
1314,20180920,03,10,20,21,27,33,39
1315,20180924,03,08,23,30,32,40,31
1316,20180927,06,16,26,35,36,39,14
1317,20181001,06,10,13,19,32,43,22
1318,20181004,02,03,07,14,19,41,34
1319,20181008,09,10,19,21,28,30,43
1320,20181011,04,06,12,16,17,34,28
1321,20181015,10,24,31,40,41,43,33
1322,20181018,02,03,13,28,32,37,07
1323,20181022,05,06,10,24,29,40,26
1324,20181025,01,07,08,17,25,42,11
1325,20181029,08,18,23,26,33,38,34
1326,20181101,02,03,09,12,30,41,21
1327,20181105,02,03,13,22,23,30,27
1328,20181108,07,09,23,32,37,40,41
1329,20181112,11,15,18,22,37,42,31
1330,20181115,02,19,24,32,36,43,30
1331,20181119,02,14,30,31,38,39,26
1332,20181122,05,15,18,22,33,40,06
1333,20181126,02,09,15,22,26,35,05
1334,20181129,01,02,07,14,29,43,40
1335,20181203,10,16,19,34,35,39,04
1336,20181206,04,05,11,19,31,34,43
1337,20181210,03,06,21,28,29,34,15
1338,20181213,02,06,23,25,30,31,35
1339,20181217,01,10,15,33,34,42,39
1340,20181220,06,15,18,20,26,29,09
1341,20181224,09,12,15,16,26,39,34
1342,20181227,01,04,09,16,23,31,42
1343,20190107,02,08,10,12,19,23,16
1344,20190110,08,16,20,28,37,43,29
1345,20190114,01,15,26,27,29,33,18
1346,20190117,05,10,22,27,38,42,36
1347,20190121,08,10,11,18,36,43,07
1348,20190124,01,02,14,19,21,33,43
1349,20190128,02,16,19,32,34,42,33
1350,20190131,07,08,09,10,20,38,16
1351,20190204,08,14,18,22,28,29,05
1352,20190207,05,06,09,15,19,36,22
1353,20190211,02,11,12,19,21,24,36
